flight_id,flight_number,airline,aircraft_model,origin_airport_id,origin_airport_code_x,origin_city_x,origin_country_x,destination_airport_id,destination_airport_code_x,destination_city_x,destination_country_x,distance_km,estimated_flight_time_hours,ticket_cost_usd,fuel_used_liters,reliability_score,departure_datetime,arrival_datetime,departure_hour,arrival_hour,day,month,year,flight_status,weather_condition,passenger_capacity,occupied_seats,cargo_weight_kg,delay_minutes,gate_number,terminal,origin_airport_code_y,origin_airport_name,origin_city_y,origin_country_y,origin_airport_type,origin_latitude,origin_longitude,origin_elevation_meters,origin_runways,origin_timezone,destination_airport_code_y,destination_airport_name,destination_city_y,destination_country_y,destination_airport_type,destination_latitude,destination_longitude,destination_elevation_meters,destination_runways,destination_timezone
2887,DL572,Turkish Airlines,Boeing 787,1940,AP1940,South Stefanieview,Netherlands,2328,AP2328,South Christina,United States,10990.63,14.13,1298.78,59426.87,0.94,2025-06-27 10:50:01,2025-06-28 00:57:49,10,0,27,6,2025,On Time,Cloudy,205,141,19102.7,213,G74,T4,AP1940,"Rodriguez, Warren and Smith Airport",South Stefanieview,Netherlands,National,-35.536972,24.73607,3554,3,UTC+8,AP2328,"Atkins, Greene and Gutierrez Airport",South Christina,United States,National,45.579477,87.412827,1684,2,UTC+9
2888,IB8138,Air France,Boeing 787,2873,AP2873,Davidbury,United Kingdom,1939,AP1939,Kellyville,Qatar,13298.72,15.46,2185.38,62072.25,0.98,2025-04-09 16:33:02,2025-04-10 08:00:38,16,8,9,4,2025,On Time,Storm,150,170,26083.14,151,G22,T2,AP2873,Murphy PLC Airport,Davidbury,United Kingdom,National,4.159407,-146.269055,1473,2,UTC+1,AP1939,White-Baker Airport,Kellyville,Qatar,National,48.68751,67.334354,1396,1,UTC+9
2889,LA6545,Delta Airlines,Boeing 777,1129,AP1129,North Teresa,Japan,1623,AP1623,West Louisland,China,9097.98,10.51,1111.67,25112.52,0.81,2026-04-11 13:54:53,2026-04-12 00:25:29,13,0,11,4,2026,Cancelled,Foggy,217,246,1582.67,101,G76,T2,AP1129,Crosby PLC Airport,North Teresa,Japan,International,24.240936,124.548114,2186,3,UTC+8,AP1623,Hunter-Ramirez Airport,West Louisland,China,National,67.320103,-103.168501,1732,1,UTC+9
2890,IB6762,Singapore Airlines,ATR 72,367,AP0367,Hannahview,China,1613,AP1613,Whiteshire,France,8023.22,9.86,1581.44,26130.62,0.84,2024-07-04 06:57:52,2024-07-04 16:49:28,6,16,4,7,2024,Cancelled,Foggy,155,235,3420.53,219,G55,T1,AP0367,Tran-Campbell Airport,Hannahview,China,National,-3.258729,22.508902,1812,6,UTC-4,AP1613,"Wiggins, Griffin and Ford Airport",Whiteshire,France,Regional,6.032374,-49.15004,2348,4,UTC+1
2891,IB1256,Sky Airline,ATR 72,1378,AP1378,Brownmouth,Peru,1245,AP1245,South Jennifermouth,Netherlands,1773.45,2.36,353.53,5904.83,0.8,2024-05-29 08:50:46,2024-05-29 11:12:22,8,11,29,5,2024,Cancelled,Sunny,164,203,26076.65,43,G11,T4,AP1378,"Harris, Oconnor and Chapman Airport",Brownmouth,Peru,Regional,-42.43561,-74.107925,4379,6,UTC+1,AP1245,"Anderson, Gill and Grimes Airport",South Jennifermouth,Netherlands,Regional,-54.348325,-57.967094,1934,6,UTC+3
2892,LA4971,Sky Airline,Embraer E190,2770,AP2770,Coletown,Canada,1773,AP1773,South Stevetown,Brazil,15773.3,20.51,2698.61,61925.61,0.76,2025-05-25 19:58:55,2025-05-26 16:29:31,19,16,25,5,2025,On Time,Rainy,144,253,10137.94,39,G55,T1,AP2770,"Ortega, Thomas and Foster Airport",Coletown,Canada,National,-19.454629,7.131244,3138,4,UTC+3,AP1773,Frank-Harris Airport,South Stevetown,Brazil,Regional,36.247139,147.95586,4326,4,UTC-4
2893,IB543,Aeromexico,Boeing 787,1169,AP1169,Lake Cynthia,Australia,1768,AP1768,Juliabury,Italy,6647.25,8.3,778.23,17711.02,0.85,2026-03-21 06:46:13,2026-03-21 15:04:13,6,15,21,3,2026,Delayed,Storm,271,238,29182.16,2,G46,T2,AP1169,Allen-Shields Airport,Lake Cynthia,Australia,National,67.190484,61.654328,1083,5,UTC-5,AP1768,Morgan-Webster Airport,Juliabury,Italy,National,20.816663,122.644568,1425,3,UTC-5
2894,SK3536,Aeromexico,Embraer E190,1980,AP1980,Ashleyville,Spain,602,AP0602,North Monica,France,8533.97,11.89,1224.95,42850.34,0.9,2026-01-10 08:17:19,2026-01-10 20:10:43,8,20,10,1,2026,Delayed,Storm,264,154,15295.99,186,G62,T2,AP1980,"Vazquez, Walker and Dean Airport",Ashleyville,Spain,National,60.930069,89.73612,3461,4,UTC-5,AP0602,Jenkins-Jackson Airport,North Monica,France,Regional,34.845778,-137.615555,933,1,UTC+1
2895,UA8455,Emirates,Boeing 737,195,AP0195,Kimberlychester,Colombia,1253,AP1253,Clinestad,Qatar,13342.77,17.15,1528.8,64252.8,0.79,2025-06-13 01:55:46,2025-06-13 19:04:46,1,19,13,6,2025,On Time,Foggy,321,251,23341.12,200,G14,T2,AP0195,Brady-Wolfe Airport,Kimberlychester,Colombia,National,54.200922,158.806753,3464,6,UTC-5,AP1253,Baker Group Airport,Clinestad,Qatar,International,5.59555,-15.223392,4204,5,UTC-5
2896,AA4680,Ryanair,Airbus A330,368,AP0368,West Andrewville,Peru,1711,AP1711,Elizabethville,UAE,14342.24,16.06,2875.75,67526.47,0.78,2025-09-10 07:55:22,2025-09-10 23:58:58,7,23,10,9,2025,Delayed,Foggy,216,298,3124.5,79,G5,T4,AP0368,Faulkner LLC Airport,West Andrewville,Peru,National,14.163945,30.251484,3420,3,UTC-4,AP1711,"Harris, Haas and Miller Airport",Elizabethville,UAE,National,36.735284,-146.072676,4122,6,UTC+3
2897,UA1578,LATAM Airlines,Embraer E190,2912,AP2912,Christianborough,Qatar,2542,AP2542,Donaldport,United States,14679.43,16.68,2031.32,60982.5,0.79,2025-05-23 03:59:22,2025-05-23 20:40:10,3,20,23,5,2025,On Time,Foggy,287,281,25164.48,48,G19,T3,AP2912,Sanders-Meyer Airport,Christianborough,Qatar,Regional,-23.722781,-163.095009,3082,4,UTC+8,AP2542,Reyes LLC Airport,Donaldport,United States,National,59.854789,-28.738383,2730,3,UTC+8
2898,LA594,Copa Airlines,Boeing 787,853,AP0853,Smithhaven,Germany,367,AP0367,Hannahview,China,3392.05,4.07,429.69,18012.9,0.87,2024-07-16 09:20:05,2024-07-16 13:24:17,9,13,16,7,2024,Delayed,Storm,108,238,11075.02,100,G79,T2,AP0853,"Holder, Hahn and Riley Airport",Smithhaven,Germany,International,26.559081,29.171052,1657,2,UTC+0,AP0367,Tran-Campbell Airport,Hannahview,China,National,-3.258729,22.508902,1812,6,UTC-4
2899,IB6970,Qatar Airways,Boeing 737,1448,AP1448,Myersland,Turkey,2490,AP2490,East Marissatown,Canada,11276.54,13.1,2011.26,57127.91,0.92,2024-08-25 01:31:46,2024-08-25 14:37:46,1,14,25,8,2024,On Time,Sunny,242,174,4214.55,202,G17,T1,AP1448,Davis-Silva Airport,Myersland,Turkey,National,46.055935,-99.521699,947,3,UTC-5,AP2490,Rice LLC Airport,East Marissatown,Canada,National,26.686177,113.269688,3424,2,UTC+9
2900,UA8021,LATAM Airlines,Boeing 737,1811,AP1811,Elizabethborough,Japan,895,AP0895,Howellstad,Canada,10563.47,11.92,1846.99,41731.0,0.85,2024-07-12 04:00:23,2024-07-12 15:55:35,4,15,12,7,2024,Delayed,Foggy,262,110,27661.78,226,G20,T2,AP1811,"Cook, Tapia and Branch Airport",Elizabethborough,Japan,National,50.949084,-20.228873,141,4,UTC-5,AP0895,Morgan-Matthews Airport,Howellstad,Canada,Regional,13.7492,96.131736,932,6,UTC+0
2901,DL4099,Air Canada,Boeing 737,2124,AP2124,Monicaton,UAE,974,AP0974,Alantown,Mexico,12527.79,16.73,1097.79,45612.09,0.87,2026-02-28 12:11:30,2026-03-01 04:55:18,12,4,28,2,2026,On Time,Storm,346,209,28412.04,176,G18,T2,AP2124,Hughes Ltd Airport,Monicaton,UAE,Regional,64.909469,-158.679998,3361,2,UTC-4,AP0974,"Allen, Terry and Fuller Airport",Alantown,Mexico,International,0.071854,-2.980157,1643,5,UTC+1
2902,LA2765,Ryanair,Airbus A320,96,AP0096,North Jason,UAE,1492,AP1492,Amychester,Canada,8129.88,10.38,1334.3,27510.48,0.8,2024-06-22 20:56:58,2024-06-23 07:19:46,20,7,22,6,2024,Delayed,Rainy,349,329,24557.89,56,G71,T3,AP0096,Robinson-Robinson Airport,North Jason,UAE,Regional,34.794654,100.005079,1341,3,UTC-5,AP1492,"Thompson, Clark and Smith Airport",Amychester,Canada,Regional,47.667906,-3.737304,4333,3,UTC+8
2903,LA5663,American Airlines,Airbus A320,2328,AP2328,South Christina,United States,346,AP0346,Warrenshire,China,11442.86,13.4,2087.27,60471.48,0.78,2024-09-15 22:31:05,2024-09-16 11:55:05,22,11,15,9,2024,Delayed,Rainy,114,51,22247.57,164,G49,T4,AP2328,"Atkins, Greene and Gutierrez Airport",South Christina,United States,National,45.579477,87.412827,1684,2,UTC+9,AP0346,"Pruitt, Frazier and Lewis Airport",Warrenshire,China,International,-32.690796,13.413055,4332,2,UTC+8
2904,SK2662,KLM,Airbus A350,1353,AP1353,Joshuachester,Turkey,970,AP0970,Lake Michael,UAE,7375.86,10.49,1152.25,26702.06,0.87,2025-06-21 04:31:06,2025-06-21 15:00:30,4,15,21,6,2025,Cancelled,Foggy,113,212,29839.37,160,G66,T2,AP1353,Gonzalez Ltd Airport,Joshuachester,Turkey,International,-8.162479,27.903042,1051,3,UTC+8,AP0970,Pratt Inc Airport,Lake Michael,UAE,International,-8.005195,94.988796,1513,1,UTC+8
2905,AA1914,United Airlines,Boeing 777,1515,AP1515,East Joshuahaven,Australia,1062,AP1062,Gonzalezton,Australia,15622.95,21.08,2216.8,46334.63,0.84,2025-06-12 05:03:12,2025-06-13 02:08:00,5,2,12,6,2025,Cancelled,Storm,276,62,5660.52,137,G78,T2,AP1515,May-Nichols Airport,East Joshuahaven,Australia,National,-17.589381,-25.797071,1492,5,UTC+9,AP1062,"Lambert, Hill and Wu Airport",Gonzalezton,Australia,National,14.233366,-164.796151,2473,5,UTC+0
2906,SK6552,Lufthansa,Boeing 777,652,AP0652,North Suzanne,United States,2011,AP2011,Darleneburgh,France,15269.79,18.31,2397.68,78424.5,0.77,2024-06-04 01:09:00,2024-06-04 19:27:36,1,19,4,6,2024,Cancelled,Foggy,118,286,17005.96,195,G47,T3,AP0652,"Morgan, Carter and Owens Airport",North Suzanne,United States,National,-20.110969,-84.873746,1318,5,UTC+9,AP2011,"Dorsey, Vaughn and Gibson Airport",Darleneburgh,France,Regional,49.734431,133.950765,1304,2,UTC+1
2907,LA1229,Qatar Airways,Airbus A350,1592,AP1592,Port Alexisstad,Canada,1213,AP1213,Austinshire,Colombia,9726.14,11.15,1955.81,46199.61,0.92,2025-07-22 16:52:02,2025-07-23 04:01:02,16,4,22,7,2025,Cancelled,Cloudy,183,233,12270.01,163,G40,T3,AP1592,Johnson-Perez Airport,Port Alexisstad,Canada,Regional,-26.585643,155.322084,2226,1,UTC+3,AP1213,"Howell, Pham and Caldwell Airport",Austinshire,Colombia,National,-40.382407,44.170808,2840,4,UTC+8
2908,LA3913,Emirates,Boeing 787,2971,AP2971,West Kristen,Spain,1256,AP1256,Richardstad,France,13164.31,15.47,1548.59,40679.84,0.86,2024-06-21 17:45:08,2024-06-22 09:13:20,17,9,21,6,2024,Delayed,Storm,350,177,24555.88,205,G51,T4,AP2971,Beck LLC Airport,West Kristen,Spain,Regional,-43.712966,122.660446,1841,3,UTC-5,AP1256,Henson-Nguyen Airport,Richardstad,France,National,-16.884426,-45.194486,2408,4,UTC-5
2909,DL6636,Air Canada,Boeing 737,2221,AP2221,Port Christopher,Spain,295,AP0295,East Juanport,Argentina,2646.42,2.98,505.43,14300.34,0.77,2024-09-07 11:14:19,2024-09-07 14:13:07,11,14,7,9,2024,Delayed,Sunny,266,197,20481.06,94,G57,T4,AP2221,Wells PLC Airport,Port Christopher,Spain,National,9.755914,-173.713748,1391,6,UTC+0,AP0295,Taylor-Johnson Airport,East Juanport,Argentina,Regional,-10.888114,-161.805454,4054,5,UTC+9
2910,LA7816,Air Canada,Boeing 787,1307,AP1307,Fullerton,Netherlands,1476,AP1476,Port Kellyton,France,16401.65,20.27,2802.94,61547.89,0.93,2026-01-11 06:19:16,2026-01-12 02:35:28,6,2,11,1,2026,Cancelled,Foggy,265,89,26111.22,72,G61,T2,AP1307,Gonzales and Sons Airport,Fullerton,Netherlands,International,-44.308163,-158.1527,273,4,UTC+0,AP1476,Green-Galloway Airport,Port Kellyton,France,International,52.75043,70.27772,43,5,UTC+1
2911,AA7577,Singapore Airlines,Airbus A330,1407,AP1407,Hannahaven,United Kingdom,1843,AP1843,East Stephanie,Peru,8545.15,12.14,1471.31,32962.25,0.97,2026-01-15 16:46:31,2026-01-16 04:54:55,16,4,15,1,2026,Cancelled,Cloudy,324,143,1363.34,210,G76,T4,AP1407,"Rogers, Brown and Williams Airport",Hannahaven,United Kingdom,International,40.241162,-26.136977,681,3,UTC+3,AP1843,Herman-Velez Airport,East Stephanie,Peru,Regional,19.131035,62.606553,3715,4,UTC+0
2912,DL2598,United Airlines,Airbus A330,2319,AP2319,Nicolefort,United States,2131,AP2131,East Gina,Japan,3408.07,3.97,484.3,16597.4,0.89,2026-01-21 08:59:38,2026-01-21 12:57:50,8,12,21,1,2026,Delayed,Rainy,270,200,17120.77,233,G70,T3,AP2319,Woodard LLC Airport,Nicolefort,United States,International,39.815968,161.987768,1127,5,UTC+0,AP2131,"Tucker, Dougherty and Cantrell Airport",East Gina,Japan,National,63.685989,-165.250212,2092,1,UTC+8
2913,DL3808,Air Canada,Airbus A320,1009,AP1009,South Jenniferborough,Netherlands,758,AP0758,West Shannon,Turkey,9420.97,12.56,1138.13,46248.74,0.85,2026-02-27 07:33:55,2026-02-27 20:07:31,7,20,27,2,2026,Cancelled,Storm,337,180,4084.16,77,G48,T4,AP1009,Love Inc Airport,South Jenniferborough,Netherlands,Regional,-14.253461,-108.449498,2668,2,UTC+9,AP0758,Carpenter-Holder Airport,West Shannon,Turkey,International,67.421642,-77.540857,2663,6,UTC+3
2914,IB7546,Air France,Boeing 737,1827,AP1827,Samanthafort,Qatar,406,AP0406,Jessicachester,Turkey,7014.64,8.28,1231.12,24979.54,0.83,2025-01-06 11:27:11,2025-01-06 19:43:59,11,19,6,1,2025,Delayed,Storm,301,335,28239.51,120,G17,T1,AP1827,Rodriguez-Johnson Airport,Samanthafort,Qatar,International,20.887751,57.311193,4262,4,UTC+0,AP0406,"Nolan, Small and Davila Airport",Jessicachester,Turkey,International,64.125576,-13.816,1717,4,UTC+9
2915,AA3813,JetSMART,Airbus A330,2796,AP2796,Cookhaven,Japan,2511,AP2511,Port Markburgh,Italy,5670.03,7.2,945.13,29990.71,0.77,2025-07-09 19:57:07,2025-07-10 03:09:07,19,3,9,7,2025,Delayed,Cloudy,116,241,21625.25,198,G80,T3,AP2796,Rubio-Roberts Airport,Cookhaven,Japan,International,17.447319,20.992411,4251,2,UTC-4,AP2511,"Kirby, Harrison and Thomas Airport",Port Markburgh,Italy,International,-5.377477,-25.196127,623,3,UTC+3
2916,SK7486,Copa Airlines,Airbus A330,147,AP0147,Port Brad,United Kingdom,702,AP0702,Dianechester,Colombia,12398.13,13.79,2189.24,53392.93,0.8,2024-10-27 14:54:18,2024-10-28 04:41:42,14,4,27,10,2024,Cancelled,Storm,257,338,27316.36,75,G64,T1,AP0147,Compton-Kline Airport,Port Brad,United Kingdom,Regional,59.178771,-42.756787,1246,4,UTC-5,AP0702,Davis-Campbell Airport,Dianechester,Colombia,International,-24.541212,-133.961359,1319,2,UTC+8
2917,DL3818,KLM,Airbus A320,2008,AP2008,Robinsonchester,China,2736,AP2736,Lake Todd,China,14495.76,17.34,2835.48,70606.21,0.77,2024-10-31 04:55:52,2024-10-31 22:16:16,4,22,31,10,2024,Cancelled,Storm,125,334,27241.58,158,G57,T3,AP2008,"Miller, Allen and Adams Airport",Robinsonchester,China,Regional,54.331275,-116.924042,1636,3,UTC-4,AP2736,Ramos-Jackson Airport,Lake Todd,China,National,-7.382601,43.034097,3740,5,UTC-5
2918,AA4739,KLM,Airbus A320,2188,AP2188,Holmesside,Germany,2886,AP2886,South Francis,Chile,13034.24,17.88,1748.37,35989.11,0.87,2025-08-24 06:34:56,2025-08-25 00:27:44,6,0,24,8,2025,Delayed,Sunny,148,100,2010.32,25,G50,T2,AP2188,Hunt Inc Airport,Holmesside,Germany,Regional,59.999893,157.614574,4489,4,UTC+9,AP2886,Thomas-Lopez Airport,South Francis,Chile,Regional,-4.17113,15.343077,1024,1,UTC+3
2919,UA2763,Aeromexico,Airbus A350,2635,AP2635,Lynnfurt,United States,2962,AP2962,New Alexport,France,5766.7,7.12,801.76,25054.96,0.9,2025-11-23 15:31:18,2025-11-23 22:38:30,15,22,23,11,2025,On Time,Cloudy,161,234,27750.72,125,G26,T1,AP2635,Williams-Luna Airport,Lynnfurt,United States,National,-25.147862,149.934927,1711,3,UTC-4,AP2962,Snow-Harvey Airport,New Alexport,France,International,13.467628,114.418751,1551,3,UTC+1
2920,UA9628,Turkish Airlines,Boeing 737,604,AP0604,Michaelville,Colombia,742,AP0742,North Tanyaside,United Kingdom,8127.48,9.63,997.26,30389.82,0.87,2025-01-31 14:31:30,2025-02-01 00:09:18,14,0,31,1,2025,On Time,Sunny,92,260,14709.05,176,G79,T4,AP0604,Castillo-Webster Airport,Michaelville,Colombia,National,-34.9533,17.329955,1701,6,UTC+1,AP0742,"Thompson, Jackson and Byrd Airport",North Tanyaside,United Kingdom,Regional,-54.17204,128.552161,346,4,UTC+0
2921,UA9682,Delta Airlines,Embraer E190,2089,AP2089,East Nancyside,Australia,998,AP0998,Johnmouth,United Kingdom,11188.35,15.12,1442.45,42138.79,0.78,2025-04-27 15:40:34,2025-04-28 06:47:46,15,6,27,4,2025,Cancelled,Storm,77,77,5572.74,211,G70,T2,AP2089,Lewis PLC Airport,East Nancyside,Australia,National,-4.961457,128.697506,2905,3,UTC+0,AP0998,Short Inc Airport,Johnmouth,United Kingdom,International,-54.206303,-115.411372,730,6,UTC+8
2922,DL4895,Delta Airlines,Boeing 777,1557,AP1557,Lake Kristopherborough,Chile,2973,AP2973,Port Christineshire,United States,1545.09,1.77,220.99,7421.48,0.93,2025-04-03 00:53:22,2025-04-03 02:39:34,0,2,3,4,2025,Delayed,Storm,83,289,20889.2,89,G6,T1,AP1557,Holland-Keller Airport,Lake Kristopherborough,Chile,Regional,35.785765,-47.289598,3924,1,UTC+1,AP2973,Pacheco-Santiago Airport,Port Christineshire,United States,Regional,21.896941,-47.777669,1594,4,UTC+1
2923,AA9089,Qatar Airways,Airbus A350,659,AP0659,Port Stacyhaven,Peru,1719,AP1719,Youngborough,United Kingdom,16692.24,20.61,2080.96,73775.08,0.91,2026-04-19 08:50:30,2026-04-20 05:27:06,8,5,19,4,2026,On Time,Sunny,203,207,11860.29,177,G66,T4,AP0659,Davis Inc Airport,Port Stacyhaven,Peru,International,28.617308,-19.559791,1997,1,UTC+8,AP1719,"Anderson, Norris and Young Airport",Youngborough,United Kingdom,National,-9.463834,-175.118021,2888,3,UTC+8
2924,AA2164,American Airlines,Airbus A320,1437,AP1437,Port Vanessaport,Peru,1270,AP1270,West Jasonstad,Peru,14320.74,17.13,1509.02,72863.22,0.83,2026-05-01 21:11:07,2026-05-02 14:18:55,21,14,1,5,2026,Delayed,Rainy,314,271,9867.94,29,G39,T3,AP1437,Foster-Whitehead Airport,Port Vanessaport,Peru,Regional,64.693393,112.542857,136,6,UTC+0,AP1270,Smith-Harris Airport,West Jasonstad,Peru,Regional,-15.327196,-87.415994,939,1,UTC+3
2925,LA3555,Emirates,Boeing 787,1159,AP1159,South Markfort,Germany,1572,AP1572,South Michaelberg,Germany,8755.58,11.93,1442.09,38661.2,0.77,2024-07-09 05:43:42,2024-07-09 17:39:30,5,17,9,7,2024,On Time,Storm,309,128,2962.62,127,G4,T3,AP1159,"Sharp, Williams and Nelson Airport",South Markfort,Germany,International,64.754108,-118.755762,961,1,UTC+8,AP1572,"Phelps, Ramos and Green Airport",South Michaelberg,Germany,International,-1.42145,-59.456137,1485,6,UTC+1
2926,LA9242,United Airlines,Airbus A330,1006,AP1006,East Daniel,United States,57,AP0057,Christinaburgh,Turkey,9691.09,10.95,1374.89,36701.78,0.88,2024-11-07 00:43:41,2024-11-07 11:40:41,0,11,7,11,2024,Cancelled,Storm,142,103,3336.54,111,G62,T1,AP1006,Hunt PLC Airport,East Daniel,United States,International,25.607605,-77.376773,3560,3,UTC+0,AP0057,Duncan-Morris Airport,Christinaburgh,Turkey,National,66.729628,89.81194,1939,2,UTC+9
2927,SK3802,Copa Airlines,ATR 72,2289,AP2289,East Christinefurt,United States,658,AP0658,West Kimberly,Canada,5595.58,7.59,965.3,17937.39,0.81,2024-07-21 18:21:04,2024-07-22 01:56:28,18,1,21,7,2024,Cancelled,Foggy,346,41,22684.71,172,G13,T4,AP2289,Richardson LLC Airport,East Christinefurt,United States,National,65.179927,-155.913811,2648,6,UTC+1,AP0658,Michael-Pittman Airport,West Kimberly,Canada,International,63.788535,42.581016,3890,5,UTC+9
2928,AA7012,Avianca,Boeing 787,1138,AP1138,Port Pamelaside,Spain,333,AP0333,East Amanda,Australia,4910.08,5.64,845.72,18390.16,0.88,2025-06-18 02:13:39,2025-06-18 07:52:03,2,7,18,6,2025,On Time,Cloudy,89,318,11908.45,16,G4,T2,AP1138,Thomas LLC Airport,Port Pamelaside,Spain,International,19.977664,98.348718,2567,3,UTC+9,AP0333,Grant PLC Airport,East Amanda,Australia,Regional,7.815059,142.242613,2547,6,UTC-5
2929,LA9453,Copa Airlines,Airbus A350,797,AP0797,Christineshire,Peru,2024,AP2024,Sullivanton,Germany,14664.21,20.23,2451.67,47113.68,0.76,2024-09-26 07:51:26,2024-09-27 04:05:14,7,4,26,9,2024,Cancelled,Foggy,203,288,16968.65,228,G38,T1,AP0797,Huerta Inc Airport,Christineshire,Peru,Regional,-7.778883,80.783697,2053,1,UTC+1,AP2024,"Tate, Griffith and Gates Airport",Sullivanton,Germany,Regional,45.649832,-133.720889,2394,4,UTC+0
2930,SK2483,KLM,Airbus A330,1501,AP1501,New Larryhaven,Spain,2630,AP2630,Harrisfurt,China,5572.78,6.35,945.31,18380.71,0.75,2025-02-11 02:40:48,2025-02-11 09:01:48,2,9,11,2,2025,Delayed,Sunny,309,330,21024.11,77,G27,T3,AP1501,Vance Ltd Airport,New Larryhaven,Spain,Regional,-24.995407,-146.291901,470,1,UTC+8,AP2630,Singleton-Wells Airport,Harrisfurt,China,National,12.933651,-112.696087,1570,6,UTC-5
2931,DL6270,Avianca,Boeing 777,240,AP0240,Riveraberg,United Kingdom,1362,AP1362,West Jacquelinechester,United States,2754.4,3.54,591.31,9242.0,0.78,2025-10-31 11:21:28,2025-10-31 14:53:52,11,14,31,10,2025,On Time,Foggy,273,135,3539.15,43,G31,T2,AP0240,Andrews and Sons Airport,Riveraberg,United Kingdom,National,14.317593,-143.067697,4226,1,UTC+0,AP1362,"Banks, Brown and Fisher Airport",West Jacquelinechester,United States,National,9.81646,-118.142742,3365,4,UTC-4
2932,SK8018,Copa Airlines,Boeing 737,1476,AP1476,Port Kellyton,France,265,AP0265,Cameronchester,United States,8357.58,9.74,1396.28,30258.7,0.78,2026-01-01 06:13:23,2026-01-01 15:57:47,6,15,1,1,2026,On Time,Cloudy,138,92,12370.05,217,G65,T1,AP1476,Green-Galloway Airport,Port Kellyton,France,International,52.75043,70.27772,43,5,UTC+1,AP0265,Gilmore Ltd Airport,Cameronchester,United States,International,28.897986,-33.764317,4203,6,UTC+8
2933,LA5539,Delta Airlines,Boeing 737,554,AP0554,Holmesmouth,France,2147,AP2147,East Kimberlytown,Turkey,15663.53,18.6,2197.75,60752.91,0.84,2024-11-02 20:34:00,2024-11-03 15:10:00,20,15,2,11,2024,Cancelled,Cloudy,338,314,7204.98,173,G8,T1,AP0554,"Stokes, Hughes and Moore Airport",Holmesmouth,France,National,53.434408,136.848882,3366,3,UTC+1,AP2147,Wang-Thomas Airport,East Kimberlytown,Turkey,Regional,-14.764856,-35.524486,2855,2,UTC+9
2934,UA3157,Singapore Airlines,Boeing 737,2544,AP2544,Lake Cynthia,United States,503,AP0503,Stephaniemouth,France,15498.76,20.15,2023.9,54630.68,0.87,2024-10-18 10:43:01,2024-10-19 06:52:01,10,6,18,10,2024,Cancelled,Cloudy,75,178,4743.72,8,G12,T3,AP2544,"Fuller, Robinson and Christian Airport",Lake Cynthia,United States,National,46.187572,-33.844072,875,3,UTC-4,AP0503,"Ramirez, Anderson and Davis Airport",Stephaniemouth,France,International,-39.818343,-157.799094,1820,2,UTC-4
2935,LA1381,Air Canada,Airbus A330,628,AP0628,East Mary,France,1687,AP1687,East Brandi,China,9126.37,10.75,1303.74,24497.46,0.83,2024-09-19 00:26:10,2024-09-19 11:11:10,0,11,19,9,2024,Delayed,Rainy,280,291,27757.67,47,G36,T1,AP0628,Garner PLC Airport,East Mary,France,International,39.914994,-100.171041,2796,3,UTC+9,AP1687,Cortez-Lee Airport,East Brandi,China,Regional,-42.157049,-99.354831,85,2,UTC-5
2936,IB4169,Turkish Airlines,Embraer E190,2251,AP2251,Valentinestad,UAE,366,AP0366,Annetteville,China,10411.09,14.07,1791.86,41976.24,0.97,2024-08-13 05:30:02,2024-08-13 19:34:14,5,19,13,8,2024,On Time,Sunny,119,330,11264.18,225,G75,T2,AP2251,"Lewis, Rose and James Airport",Valentinestad,UAE,National,29.671645,150.035043,909,6,UTC-4,AP0366,Garcia-Vasquez Airport,Annetteville,China,Regional,55.351494,-12.238536,3846,3,UTC-4
2937,DL4274,KLM,Airbus A320,1214,AP1214,South Coryshire,Colombia,1377,AP1377,Baileystad,Chile,16173.4,21.86,2684.15,49230.56,0.89,2026-04-15 19:52:29,2026-04-16 17:44:05,19,17,15,4,2026,Cancelled,Storm,291,83,25709.98,146,G23,T2,AP1214,Brown-Flores Airport,South Coryshire,Colombia,International,-34.83332,81.435289,3844,3,UTC+1,AP1377,Chan-Alexander Airport,Baileystad,Chile,Regional,63.752303,-129.507926,2286,2,UTC-4
2938,IB4645,Air Canada,Boeing 777,311,AP0311,Lake Aaron,Qatar,1828,AP1828,Port Sethshire,Mexico,9857.63,13.43,1816.82,26201.99,0.89,2025-12-09 14:06:50,2025-12-10 03:32:38,14,3,9,12,2025,On Time,Foggy,166,327,5872.5,205,G44,T1,AP0311,"Case, Fisher and Davis Airport",Lake Aaron,Qatar,International,15.110847,179.324233,3918,5,UTC+1,AP1828,Scott and Sons Airport,Port Sethshire,Mexico,International,49.501118,-74.496489,1999,3,UTC-4
